'a'ba'ga'qi 阿巴嘎旗
'su'ni'te'you'qi 苏尼特右旗
'su'ni'te'zuo'qi 苏尼特左旗
'su'ning'xian 肃宁县
'su'ning'zhen 肃宁镇
'su'po'jie'dao 苏坡街道
'su'pu'zhen 素朴镇
'su'qian'shi 宿迁市
'su'qiao'xiang 苏桥乡
'su'qiao'zhen 苏桥镇
'su'qin'mu'chang 苏沁牧场
'su'qu'zhen 苏区镇
'su'san'si'cun 苏三四村
'su'shan'jie'dao 苏山街道
'su'shan'xiang 苏山乡
'su'she'jie'dao 素社街道
'su'she'xiang 溯社乡
'su'song'xian 宿松县
'su'tuo'cun 苏坨村
'su'wa'long'xiang 苏哇龙乡
'su'wan'zhen 苏湾镇
'su'wu'xiang 苏武乡
'su'xi'xiang 苏溪乡
'su'xi'zhen 苏溪镇
'su'xian'ling'jie'dao 苏仙岭街道
'su'xian'qu 苏仙区
'su'xian'shi'xiang 苏仙石乡
'su'xiang'zhen 苏巷镇
'su'xiong'xiang 苏雄乡
'su'xu'zhen 苏圩镇
'su'yang'shan'zhen 宿羊山镇
'su'yang'xiang 苏阳乡
'su'yi'er'cun 苏一二村
'su'yu'kou'cun 苏峪口村
'su'yu'qu 宿豫区
'su'yu'xian 宿豫县
'su'yuan'jie'dao 苏苑街道
'su'yuan'xiang 苏元乡
'su'zhou'jie'lu'she'qu 苏州街路社区
'su'zhou'jie'she'qu 苏州街社区
'su'zhou'qiao'xi'she'qu 苏州桥西社区
'su'zhou'qu 肃州区
'su'zhou'she'qu 苏州社区
'su'zhou'shi 苏州市
'su'zhou'shi 宿州市
'su'zhou'zhen 肃州镇
'su'zhu'ying'zi'xiang 素珠营子乡
'su'zhuang'cun 苏庄村
'su'zhuang'er'li'she'qu 苏庄二里社区
'su'zhuang'xiang 苏庄乡
'su'zhuang'yi'li'she'qu 苏庄一里社区
'su'zhuang'zhen 苏庄镇
'su'zi'gou'zhen 苏子沟镇
'su'zi'yu'cun 苏子峪村
'su'zui'zhen 苏嘴镇
'suan'zao'ling'cun 酸枣岭村
'sui'an'zhen 绥安镇
'sui'bin'nong'chang 绥滨农场
'sui'bin'xian 绥滨县
'sui'bin'zhen 绥滨镇
'sui'chang'xian 遂昌县
'sui'cheng'zhen 遂城镇
'sui'cheng'zhen 濉城镇
'sui'cheng'zhen 睢城镇
'sui'chuan'jie'dao 遂川街道
'sui'chuan'xian 遂川县
'sui'chuan'xian'gong'ye'yuan'qu 遂川县工业园区
'sui'de'xian 绥德县
'sui'dong'jie'dao 穗东街道
'sui'dong'zhen 绥东镇
'sui'fen'he'shi 绥芬河市
'sui'fen'he'zhen 绥芬河镇
'sui'guan'tun'zhen 随官屯镇
'sui'hua'shi 绥化市
'sui'jiang'xian 绥江县
'sui'leng'xian 绥棱县
'sui'ling'lin'ye'ju 绥棱林业局
'sui'ling'nong'chang 绥棱农场
'sui'ling'zhen 绥棱镇
'sui'ning'shi 遂宁市
'sui'ning'xian 睢宁县
'sui'ning'xian 绥宁县
'sui'ping'xian 遂平县
'sui'shan'zhen 绥山镇
'sui'sheng'man'zu'zhen 绥胜满族镇
'sui'shui'zhen 睢水镇
'sui'xi'xian 遂溪县
'sui'xi'xian 濉溪县
'sui'xi'zhen 濉溪镇
'sui'xian 睢县
'sui'yang'guan'li'qu 随阳管理区
'sui'yang'lin'ye'ju 绥阳林业局
'sui'yang'qu 睢阳区
'sui'yang'xian 绥阳县
'sui'yang'zhen 绥阳镇
'sui'yi'xiang 遂意乡
'sui'zhong'xian 绥中县
'sui'zhong'xiang 绥中乡
'sui'zhong'zhen 绥中镇
'sui'zhou'shi 随州市
'sun'bo'zhen 孙伯镇
'sun'bu'zhen 孙埠镇
'sun'cun 孙村
'sun'cun'xiang 孙村乡
'sun'cun'zhen 孙村镇
'sun'dian'zhen 孙店镇
'sun'du'jie'dao 孙渡街道
'sun'duan'zhen 孙端镇
'sun'fang'zhen 孙坊镇
'sun'fu'ji'xiang 孙福集乡
'sun'gan'dian'xiang 孙甘店乡
'sun'gang'jie'dao 笋岗街道
'sun'gang'zhen 孙岗镇
'sun'ge'zhuang'cun 孙各庄村
'sun'ge'zhuang'man'zu'xiang 孙各庄满族乡
'sun'geng'zhen 孙耿镇
'sun'he'cun 孙河村
'sun'he'di'qu 孙河地区
'sun'he'xiang 孙河乡
'sun'hu'gou'cun 孙胡沟村
'sun'ji'xiang 孙集乡
'sun'ji'zhen 孙集镇
'sun'ji'zhen 孙吉镇
'sun'jia'ba'zhen 孙家坝镇
'sun'jia'bu'zi'zhen 孙家堡子镇
'sun'jia'cha'zhen 孙家岔镇
'sun'jia'chang'cun 孙家场村
'sun'jia'gou'xiang 孙家沟乡
'sun'jia'ji'jie'dao 孙家集街道
'sun'jia'ping'xiang 孙家坪乡
'sun'jia'po'cun 孙家坡村
'sun'jia'tan'kai'fa'qu 孙家滩开发区
'sun'jia'tuan'zhen 孙家疃镇
'sun'jia'wan'jie'dao 孙家湾街道
'sun'jia'wan'xiang 孙家湾乡
'sun'jia'ying'cun 孙家营村
'sun'jia'zhen 孙家镇
'sun'jia'zhuang'zhen 孙家庄镇
'sun'ju'zhai'xiang 孙聚寨乡
'sun'kou'xiang 孙口乡
'sun'lao'jia'zhen 孙老家镇
'sun'liu'xiang 孙六乡
'sun'liu'zhen 孙溜镇
'sun'lou'zhen 孙楼镇
'sun'miao'xiang 孙庙乡
'sun'ping'zhen 孙坪镇
'sun'qi'tun'xiang 孙旗屯乡
'sun'qiao'zhen 孙桥镇
'sun'shi'shan'cun 孙史山村
'sun'shi'zhen 孙氏镇
'sun'shou'zhen 孙受镇
'sun'si'zhen 孙寺镇
'sun'tao'ji'zhen 孙陶集镇
'sun'tie'pu'zhen 孙铁铺镇
'sun'tuan'zhen 孙疃镇
'sun'wang'chang'cun 孙王场村
'sun'wu'cheng'qu'jie'dao 孙吴城区街道
'sun'wu'xian 孙吴县
'sun'wu'zhen 孙吴镇
'sun'wu'zhen 孙武镇
'sun'xing'cun'zhen 孙杏村镇
'sun'ying'xiang 孙营乡
'sun'yuan'zhen 孙园镇
'sun'yuan'zhen 孙塬镇
'sun'zha'qi'niu'lu'xiang 孙扎齐牛录乡
'sun'zha'zi'cun 孙栅子村
'sun'zhao'xiang 孙召乡
'sun'zhen 孙镇
'sun'zhuang'cun 孙庄村
'sun'zhuang'xiang 孙庄乡
'sun'zhuang'zhen 孙庄镇
'sun'zhuang'zi'xiang 孙庄子乡
'sun'zu'zhen 孙祖镇
'suo'ba'xiang 所巴乡
'suo'bao'zhen 索堡镇
'suo'bo'ri'ga'su'mu 索博日嘎苏木
'suo'cao'cun 梭草村
'suo'cheng'zhen 所城镇
'suo'chi'xiang 索池乡
'suo'duo'xi'xiang 索多西乡
'suo'ga'miao'zu'yi'zu'xiang 梭嘎苗族彝族乡
'suo'he'jie'dao 索河街道
'suo'he'zhen 索河镇
'suo'hu'ri'ma'xiang 索呼日麻乡
'suo'huang'zhen 锁簧镇
'suo'jia'fen'cun 索家坟村
'suo'jia'fen'di'er'she'qu 索家坟第二社区
'suo'jia'fen'she'qu 索家坟社区
'suo'jia'xiang 索加乡
'suo'jiang'qiang'zu'xiang 锁江羌族乡
'suo'jie'xiang 所街乡
'suo'jin'cun'jie'dao 锁金村街道
'suo'jin'xiang 索金乡
'suo'kou'xiang 锁口乡
'suo'long'xiang 锁龙乡
'suo'lue'xiang 所略乡
'suo'lun'mu'chang 索伦牧场
'suo'lun'zhen 索伦镇
'suo'luo'xiang 索罗乡
'suo'luo'zhuang'cun 嗦啰庄村
'suo'mo'xiang 梭磨乡
'suo'nan'zhen 锁南镇
'suo'po'xiang 娑婆乡
'suo'po'xiang 梭坡乡
'suo'qian'zhen 所前镇
'suo'shan'xiang 梭山乡
'suo'she'qu 所社区
'suo'shi'zhen 锁石镇
'suo'xi'yu'tu'jia'zu'xiang 索溪峪土家族乡
'suo'xian 索县
'suo'xiong'xiang 索雄乡
'suo'yang'cheng'zhen 锁阳城镇
'suo'yu'xiang 梭峪乡
'suo'zhen'zhen 索镇镇
'suo'zhu'xiang 索珠乡
'suo'zi'zhen 所字镇
'suo'zuo'xiang 锁作乡
'ta'bu'le'he'te'meng'gu'min'zu'xiang 塔布勒合特蒙古民族乡
'ta'bu'sai'xiang 塔布赛乡
'ta'cheng'di'qu 塔城地区
'ta'cheng'shi 塔城市
'ta'cheng'xiang 塔城乡
'ta'cheng'zhen 塔城镇
'ta'dian'zhen 塔甸镇
'ta'ding'xiang 塔丁乡
'ta'er'cun'xiang 塔儿村乡
'ta'er'de'zhen 塔尔德镇
'ta'er'gen'zhen 塔尔根镇
'ta'er'hu'zhen 塔尔湖镇
'ta'er'la'ke'xiang 塔尔拉克乡
'ta'er'ma'xiang 塔尔玛乡
'ta'er'qi'zhen 塔尔气镇
'ta'er'ta'ji'ke'zu'xiang 塔尔塔吉克族乡
'ta'er'zhen 塔尔镇
'ta'fan'xiang 塔畈乡
'ta'fang'xiang 塔坊乡
'ta'feng'zhen 塔峰镇
'ta'ga'er'qi'xiang 塔尕尔其乡
'ta'ge'la'ke'mu'chang 塔格拉克牧场
'ta'gong'xiang 塔公乡
'ta'gou'cun 塔沟村
'ta'ha'man'zu'da'wo'er'zu'xiang 塔哈满族达斡尔族乡
'ta'ha'qi'xiang 塔哈其乡
'ta'he'cun 塔河村
'ta'he'man'xiang 塔合曼乡
'ta'he'qi'xiang 塔合其乡
'ta'he'xian 塔河县
'ta'he'xiang 塔河乡
'ta'he'zhen 塔河镇
'ta'ji'xiang 塔吉乡
'ta'ji'zhen 塔集镇
'ta'jia'zang'zu'xiang 塔加藏族乡
'ta'jiao'cun 他窖村
'ta'ka'yi'zu'xiang 踏卡彝族乡
'ta'ke'shen'ken'zhen 塔克什肯镇
'ta'la'gao'zhen 他拉皋镇
'ta'la'ha'zhen 他拉哈镇
'ta'le'de'mu'chang 塔勒得牧场
'ta'li'mu'xiang 塔里木乡
'ta'ling'man'zu'zhen 塔岭满族镇
'ta'mu'su'ge'bu'ge'zhen 塔木素格布格镇
'ta'mu'tuo'ge'la'ke'xiang 塔木托格拉克乡
'ta'ni'xiang 塔泥乡
'ta'peng'xiang 塔棚乡
'ta'qian'zhen 塔前镇
'ta'qiao'xiang 塔桥乡
'ta'qiao'yuan'yi'chang 塔桥园艺场
'ta'ran'gao'le'xiang 塔然高勒乡
'ta'rong'zhen 塔荣镇
'ta'sha'xiang 他砂乡
'ta'shan'jie'dao 塔山街道
'ta'shan'tun'zhen 塔山屯镇
'ta'shan'xiang 塌山乡
'ta'shan'xiang 塔山乡
'ta'shan'yao'zu'xiang 塔山瑶族乡
'ta'shan'zhen 塔山镇
'ta'shang'zhen 塔上镇
'ta'shi'ai'ri'ke'xiang 塔什艾日克乡
'ta'shi'dian'jie'dao 塔什店街道
'ta'shi'ku'er'gan'ta'ji'ke'zi'zhi'xian 塔什库尔干塔吉克自治县
'ta'shi'ku'er'gan'xiang 塔什库尔干乡
'ta'shi'ku'er'gan'zhen 塔什库尔干镇
'ta'shi'ku'le'ke'xiang 塔什库勒克乡
'ta'shi'mi'li'ke'xiang 塔什米里克乡
'ta'shi'xiang 塔石乡
'ta'shi'yao'zu'shui'zu'xiang 塔石瑶族水族乡
'ta'shi'zhen 塔石镇
'ta'shui'zhen 踏水镇
'ta'shui'zhen 塔水镇
'ta'si'cun 塔寺村
'ta'si'tuo'bie'xiang 塔斯托别乡
'ta'ti'rang'xiang 塔提让乡
'ta'tou'zhen 塔头镇
'ta'wa'cun 塔洼村
'ta'wa'ku'le'xiang 塔瓦库勒乡
'ta'wan'cun 塔湾村
'ta'wan'jie'dao 塔湾街道
'ta'wan'xiang 塔湾乡
'ta'wan'zhen 塔湾镇
'ta'wen'ao'bao'zhen 塔温敖宝镇
'ta'wen'jue'ken'xiang 塔温觉肯乡
'ta'wo'zhen 塔卧镇
'ta'xi'he'ha'sa'ke'zu'xiang 塔西河哈萨克族乡
'ta'xi'xiang 塔溪乡
'ta'xia'xiang 塔下乡
'ta'xiu'xiang 塔秀乡
'ta'ya'yi'xiang 塔崖驿乡
'ta'yang'zhen 塔洋镇
'ta'ying'cun 塔营村
'ta'ying'zi'xiang 塔营子乡
'ta'yu'zhen 塔峪镇
'ta'yuan'gan'xiu'suo'she'qu 塔院干休所社区
'ta'yuan'she'qu 塔院社区
'ta'yuan'zhen 塔源镇
'ta'zhao'cun 塔照村
'ta'zhuang'xiang 踏庄乡
'ta'zhuang'zhen 塔庄镇
'ta'zi'cheng'zhen 塔子城镇
'ta'zi'hong'xiang 塔孜洪乡
'ta'zi'xiang 塔子乡
'tai'an'jie'dao 太安街道
'tai'an'she'qu 泰安社区
'tai'an'shi 泰安市
'tai'an'xian 台安县
'tai'an'xiang 太安乡
'tai'an'xiang 泰安乡
'tai'an'zhen 台安镇
'tai'an'zhen 太安镇
'tai'an'zhen 泰安镇
'tai'ba'xiang 太拔乡
'tai'bai'he'zhen 太白河镇
'tai'bai'jie'dao 太白街道
'tai'bai'liang'xiang 太白梁乡
'tai'bai'xian 太白县
'tai'bai'xiang 太白乡
'tai'bai'yuan'jie'dao 太白园街道
'tai'bai'zhen 太白镇
'tai'bao'shi 太保市
'tai'bao'zhen 太保镇
'tai'bao'zhuang'cun 太保庄村
'tai'bao'zhuang'xiang 太保庄乡
'tai'bei'jie'dao 台北街道
'tai'bei'shi 台北市
'tai'bei'xian 台北县
'tai'ben'zhan'zhen 太本站镇
'tai'bo'hu'nong'ye'zong'he'kai'fa'qu 太泊湖农业综合开发区
'tai'cang'gang'qu'guan'wei'hui 太仓港区管委会
'tai'cang'jing'ji'kai'fa'qu 太仓经济开发区
'tai'cang'shi 太仓市
'tai'chang'xiang 太常乡
'tai'chang'xiang 太昌乡
'tai'chen'zhen 台陈镇
'tai'cheng'xiang 台城乡
'tai'cheng'zhen 台城镇
'tai'ci'qiao'jie'dao 太慈桥街道
'tai'ci'zhen 太慈镇
'tai'cun'zhen 太村镇
'tai'de'xiang 太德乡
'tai'dong'shi 台东市
'tai'dong'xian 台东县
'tai'dong'xiang 太东乡
'tai'e'xiang 太莪乡
'tai'er'zhuang'qu 台儿庄区
'tai'fu'jie'dao 太傅街道
'tai'fu'zhen 太伏镇
'tai'fu'zhen 太浮镇
'tai'fu'zhuang'cun 太福庄村
'tai'ge'mu'zhen 台阁牧镇
'tai'ge'su'mu 台格苏木
'tai'gong'quan'zhen 太公泉镇
'tai'gong'zhen 台拱镇
'tai'gong'zhen 太公镇
'tai'gu'jie'dao 太古街道
'tai'gu'shi'cun 太古石村
'tai'gu'xian 太谷县
'tai'gu'xiang 太古乡
'tai'gu'zhuang'xiang 太古庄乡
'tai'hang'dong'jie'jie'dao 太行东街街道
'tai'hang'jie'dao 太行街道
'tai'hang'xi'jie'jie'dao 太行西街街道
'tai'hang'xiao'qu'jie'dao 太行小区街道
'tai'he'jie'dao 太和街道
'tai'he'qiao'jie'dao 太和桥街道
'tai'he'qu 太和区
'tai'he'tang'zhen 太和堂镇
'tai'he'wei'xiang 太和圩乡
'tai'he'xian 太和县
'tai'he'xian 泰和县
'tai'he'xian'gong'ye'yuan'qu 泰和县工业园区
'tai'he'xiang 太和乡
'tai'he'xiang 太河乡
'tai'he'yuan'she'qu 太和园社区
'tai'he'yuan'she'qu 泰河园社区
'tai'he'zhai'xiang 太和寨乡
'tai'he'zhen 太和镇
'tai'he'zhuang'bei'cun 太和庄北村
'tai'he'zhuang'cun 太和庄村
'tai'he'zhuang'dong'cun 太和庄东村
'tai'he'zhuang'xi'cun 太和庄西村
'tai'hou'cun 太后村
'tai'hu'cun 台湖村
'tai'hu'nong'chang 太湖农场
'tai'hu'xian 太湖县
'tai'hu'xiang 太湖乡
'tai'hu'yuan'zhen 太湖源镇
'tai'hu'zhen 台湖镇
'tai'hu'zhen 太湖镇
'tai'hua'lu'jie'dao 太华路街道
'tai'hua'xiang 太华乡
'tai'hua'zhen 太华镇
'tai'huai'zhen 台怀镇
'tai'ji'chang'she'qu 台基厂社区
'tai'ji'he'zhen 太吉河镇
'tai'ji'jie'dao 台吉街道
'tai'ji'miao'xiang 台基庙乡
'tai'ji'tun'zhen 台集屯镇
'tai'ji'xiang 太极乡
'tai'ji'ying'xiang 台吉营乡
'tai'ji'zhao'zhen 台吉召镇
'tai'ji'zhen 台吉镇
'tai'ji'zhen 太极镇
'tai'jiang'qu 台江区
'tai'jiang'xian 台江县
'tai'jing'zhen 太京镇
'tai'kang'nong'chang 太康农场
'tai'kang'pei'xun'zhong'xin 太康培训中心
'tai'kang'xian 太康县
'tai'kang'zhen 泰康镇
'tai'lai'nong'chang 泰来农场
'tai'lai'xian 泰来县
'tai'lai'yi'zu'miao'zu'xiang 太来彝族苗族乡
'tai'lai'zhen 泰来镇
'tai'lie'zhen 台烈镇
'tai'lin'xiang 太林乡
'tai'ling'cun 泰陵村
'tai'ling'xiang 台岭乡
'tai'ling'yuan'cun 泰陵园村
'tai'long'zhen 太龙镇
'tai'lu'gou'xiang 台路沟乡
'tai'lu'zhen 苔菉镇
'tai'ma'li'xiang 太麻里乡
'tai'mei'zhen 泰美镇
'tai'nan'shi 台南市
'tai'nan'xian 台南县
'tai'nan'zhen 台南镇
'tai'ning'xian 泰宁县
'tai'pan'xiang 台盘乡
'tai'peng'xiang 太蓬乡
'tai'ping'ba'xiang 太平坝乡
'tai'ping'bai'zu'zhen 太平白族镇
'tai'ping'chang'zhen 太平场镇
'tai'ping'chuan'xiang 太平川乡
'tai'ping'chuan'zhen 太平川镇
'tai'ping'cun 太平村
'tai'ping'da'jie'jie'dao 太平大街街道
'tai'ping'di'xiang 太平地乡
'tai'ping'dian'xiang 太平店乡
'tai'ping'dian'zhen 太平店镇
'tai'ping'fan'xiang 太平畈乡
'tai'ping'gou'xiang 太平沟乡
'tai'ping'guan'xiang 太平关乡
'tai'ping'hu'she'qu 太平湖社区
'tai'ping'hu'zhen 太平湖镇
'tai'ping'jia'yuan'she'qu 太平家园社区
'tai'ping'jie'cun 太平街村
'tai'ping'jie'dao 太平街道
'tai'ping'jie'she'qu 太平街社区
'tai'ping'jing'ying'suo 太平经营所
'tai'ping'li'xiang 太平里乡
'tai'ping'ling'man'zu'xiang 太平岭满族乡
'tai'ping'lu'hao'she'qu 太平路号社区
'tai'ping'lu'hao'yuan'she'qu 太平路号院社区
'tai'ping'lu'jie'dao 太平路街道
'tai'ping'pu'xiang 太平铺乡
'tai'ping'qiao'cun 太平桥村
'tai'ping'qiao'dong'li'she'qu 太平桥东里社区
'tai'ping'qiao'jie'dao 太平桥街道
'tai'ping'qiao'nan'li'she'qu 太平桥南里社区
'tai'ping'qiao'xi'li'she'qu 太平桥西里社区
'tai'ping'qiao'xiang 太平桥乡
'tai'ping'qiao'zhen 太平桥镇
'tai'ping'qiao'zhong'li'she'qu 太平桥中里社区
'tai'ping'qu 太平区
'tai'ping'shan'xiang 太平山乡
'tai'ping'shan'zhen 太平山镇
'tai'ping'shao'zhen 太平哨镇
'tai'ping'she'qu 太平社区
'tai'ping'shi 太平市
'tai'ping'tu'jia'zu'miao'zu'xiang 太平土家族苗族乡
'tai'ping'wan'jie'dao 太平湾街道
'tai'ping'wei'xiang 太平圩乡
'tai'ping'xi'zhen 太平溪镇
'tai'ping'xiang 太坪乡
'tai'ping'xiang 太平乡
'tai'ping'xin'zhuang'cun 太平辛庄村
'tai'ping'yi'zu'miao'zu'xiang 太平彝族苗族乡
'tai'ping'ying'xiang 太平营乡
'tai'ping'zhai'zhen 太平寨镇
'tai'ping'zhen 太平镇
'tai'ping'zhen'xiang 太平镇乡
'tai'ping'zhuang'cun 太平庄村
'tai'ping'zhuang'man'zu'cun 太平庄满族村
'tai'ping'zhuang'man'zu'xiang 太平庄满族乡
'tai'ping'zhuang'xiang 太平庄乡
'tai'ping'zhuang'zhen 太平庄镇
'tai'pu'si'jie'she'qu 太仆寺街社区
'tai'pu'si'qi 太仆寺旗
'tai'qian'jie'dao 泰前街道
'tai'qian'xian 台前县
'tai'qing'gong'zhen 太清宫镇
'tai'qing'jie'dao 苔青街道
'tai'qing'xiang 太青乡
'tai'qiu'xiang 太丘乡
'tai'shan'jie'dao 泰山街道
'tai'shan'lu'jie'dao 泰山路街道
'tai'shan'miao'xiang 太山庙乡
'tai'shan'miao'xiang 泰山庙乡
'tai'shan'qu 泰山区
'tai'shan'shi 台山市
'tai'shan'xiang 太山乡
'tai'shan'xiang 泰山乡
'tai'shan'zhen 太山镇
'tai'shang'cun 台上村
'tai'shang'zhen 台上镇
'tai'sheng'lu'jie'dao 太升路街道
'tai'shi'he'xiang 太石河乡
'tai'shi'tun'cun 太师屯村
'tai'shi'tun'she'qu 太师屯社区
'tai'shi'tun'zhen 太师屯镇
'tai'shi'xiang 太石乡
'tai'shi'zhen 太石镇
'tai'shi'zhuang'cun 太师庄村
'tai'shun'xian 泰顺县
'tai'tou'cun 台头村
'tai'tou'shan'xiang 台头山乡
'tai'tou'si'xiang 抬头寺乡
'tai'tou'xiang 台头乡
'tai'tou'zhen 台头镇
'tai'wan'sheng 台湾省
'tai'wang'zhen 太王镇
'tai'wei'zhen 太尉镇
'tai'wo'xiang 太窝乡
'tai'wu'xiang 泰武乡
'tai'xi'jie'dao 台西街道
'tai'xi'jie'dao 太西街道
'tai'xi'xiang 台西乡
'tai'xi'xiang 台溪乡
'tai'xia'xiang 太霞乡
'tai'xian'xiang 太贤乡
'tai'xing'shi 泰兴市
'tai'xing'shi'guo'yuan'chang 泰兴市果园场
'tai'xing'shi'liang'zhong'chang 泰兴市良种场
'tai'xing'shi'nong'ke'suo 泰兴市农科所
'tai'xing'xiang 太兴乡
'tai'xing'yang'zhi'chang 泰兴养殖场
'tai'xing'zhen 泰兴镇
'tai'xing'zhong'zhu'chang 泰兴种猪场
'tai'yang'cun'zhen 太阳村镇
'tai'yang'dao'jie'dao 太阳岛街道
'tai'yang'gong'cun 太阳宫村
'tai'yang'gong'di'qu 太阳宫地区
'tai'yang'gong'ju'wei'hui 太阳宫居委会
'tai'yang'gong'xiang 太阳宫乡
'tai'yang'he'xiang 太阳河乡
'tai'yang'jia'yuan'she'qu 太扬家园社区
'tai'yang'jie'dao 太阳街道
'tai'yang'ling'xiang 太阳岭乡
'tai'yang'miao'xiang 太阳庙乡
'tai'yang'ping'xiang 太阳坪乡
'tai'yang'sheng'jie'dao 太阳升街道
'tai'yang'sheng'zhen 太阳升镇
'tai'yang'xiang 太阳乡
'tai'yang'yuan'she'qu 太阳园社区
'tai'yang'zhen 太阳镇
'tai'yao'zhen 太要镇
'tai'yi'gong'jie'dao 太乙宫街道
'tai'yi'lu'jie'dao 太乙路街道
'tai'yi'yi'zu'xiang 太邑彝族乡
'tai'yi'zhen 太乙镇
'tai'ying'zhen 台营镇
'tai'yong'xiang 太拥乡
'tai'yu'xiang 台鱼乡
'tai'yu'xiang 台峪乡
'tai'yu'xiang 太峪乡
'tai'yuan'gao'xin'ji'shu'kai'fa'qu 太原高新技术开发区
'tai'yuan'jing'ji'ji'shu'kai'fa'qu 太原经济技术开发区
'tai'yuan'she'zu'xiang 太源畲族乡
'tai'yuan'shi 太原市
'tai'yuan'xiang 太原乡
'tai'yuan'xiang 太源乡
'tai'yuan'zhen 台源镇
'tai'yue'yuan'she'qu 太月园社区
'tai'zhen'xiang 太真乡
'tai'zhi'miao'xiang 太芝庙乡
'tai'zhong'hua'yuan'she'qu 泰中花园社区
'tai'zhong'shi 台中市
'tai'zhong'xian 台中县
'tai'zhong'xiang 太忠乡
'tai'zhou'hong'qi'liang'zhong 泰州红旗良种
'tai'zhou'shi 台州市
'tai'zhou'shi 泰州市
'tai'zhou'shi'nong'ken'chang 台州市农垦场
'tai'zhou'wu'cun 太舟坞村
'tai'zhou'wu'she'qu 太舟坞社区
'tai'zi'fu'cun 太子府村
'tai'zi'he'qu 太子河区
'tai'zi'jing'xiang 太子井乡
'tai'zi'miao'zhen 太子庙镇
'tai'zi'mu'cun 太子墓村
'tai'zi'wu'cun 太子务村
'tai'zi'xiang 台子乡
'tai'zi'yu'cun 太子峪村
'tai'zi'zhen 台子镇
'tai'zi'zhen 太子镇
'tan'ba'xiang 谭坝乡
'tan'ba'zhen 覃巴镇
'tan'bin'zhen 榃滨镇
'tan'bu'xiang 坦埠乡
'tan'bu'zhen 坦埠镇
'tan'bu'zhen 潭埠镇
'tan'bu'zhen 潭布镇
'tan'bu'zhen 炭步镇
'tan'chang'cun 炭厂村
'tan'chang'zhen 坛厂镇
'tan'cheng'jie'dao 潭城街道
'tan'cheng'she'qu 檀城社区
'tan'cheng'xian 郯城县
'tan'cheng'xiang 潭城乡
'tan'cheng'zhen 郯城镇
'tan'cheng'zhen 坛城镇
'tan'cheng'zhen 潭城镇
'tan'dian'xiang 谈店乡
'tan'dian'xiang 谭店乡
'tan'dian'xiang 炭店乡
'tan'dong'zhen 潭东镇
'tan'dou'zhen 覃斗镇
'tan'du'xiang 坦渡乡
'tan'dui'xiang 滩堆乡
'tan'fang'zhen 谭坊镇
'tan'fu'xiang 潭府乡
'tan'ge'zhen 滩歌镇
'tan'ge'zhuang'zhen 谭格庄镇
'tan'gu'jie'dao 谈固街道
'tan'guan'xiang 坛罐乡
'tan'he'xiang 镡河乡
'tan'hong'xiang 坦洪乡
'tan'hua'xiang 昙华乡
'tan'huai'jie'dao 覃怀街道
'tan'jia'chang'xiang 谭家场乡
'tan'jia'gang'zhen 覃家岗镇
'tan'jia'he'xiang 谭家河乡
'tan'jia'jie'dao 谭家街道
'tan'jia'qiao'zhen 谭家桥镇
'tan'jia'shan'zhen 谭家山镇
'tan'jia'wan'shui'ku'guan'yang'suo 谭家湾水库管养所
'tan'jia'wan'zhen 谭家湾镇
'tan'jia'xiang 谭家乡
'tan'jia'zhai'xiang 谭家寨乡
'tan'jiang'xiang 檀江乡
'tan'jiang'zhen 潭江镇
'tan'kou'zhen 潭口镇
'tan'ku'xiang 炭库乡
'tan'li'zhen 滩里镇
'tan'lin'zhen 檀林镇
'tan'luo'zhen 坛洛镇
'tan'men'zhen 潭门镇
'tan'mian'xiang 滩面乡
'tan'mu'gang'cun 檀木港村
'tan'mu'zhen 檀木镇
'tan'niu'zhen 潭牛镇
'tan'peng'zhen 谭棚镇
'tan'ping'xiang 坦坪乡
'tan'ping'xiang 滩坪乡
'tan'qian'xiang 弹前乡
'tan'qiao'zhen 滩桥镇
'tan'qiu'xiang 潭丘乡
'tan'rong'zhen 昙容镇
'tan'shan'jie'dao 坛山街道
'tan'shan'ling'zhen 炭山岭镇
'tan'shan'xiang 炭山乡
'tan'shan'zhen 谭山镇
'tan'shan'zhen 潭山镇
'tan'shang'zhen 滩上镇
'tan'shi'zhen 坛石镇
'tan'shi'zhen 潭市镇
'tan'shou'xiang 谭受乡
'tan'shui'zhen 潭水镇
'tan'tang'qu 覃塘区
'tan'tang'zhen 覃塘镇
'tan'tong'zhen 坛同镇
'tan'tou'xiang 滩头乡
'tan'tou'xiang 潭头乡
'tan'tou'zhen 坦头镇
'tan'tou'zhen 滩头镇
'tan'tou'zhen 潭头镇
'tan'tu'zhen 坦途镇
'tan'wan'zhen 潭湾镇
'tan'xi'jie'dao 檀溪街道
'tan'xi'jie'dao 潭西街道
'tan'xi'xiang 潭溪乡
'tan'xi'zhen 坦溪镇
'tan'xi'zhen 檀溪镇
'tan'xi'zhen 滩溪镇
'tan'xi'zhen 潭西镇
'tan'xi'zhen 潭溪镇
'tan'xia'xiang 坛下乡
'tan'xia'zhen 潭下镇
'tan'xu'zhen 檀圩镇
'tan'yi'zhen 探沂镇
'tan'ying'di'qu 檀营地区
'tan'ying'man'zu'meng'gu'zu'xiang 檀营满族蒙古族乡
'tan'ying'she'qu 檀营社区
'tan'ying'xiang 滩营乡
